#NAME?,15/12/2018,,#NAME?,15/01/2019,,#NAME?,15/02/2019,,#NAME?,15/03/2019,,#NAME?,15/04/2019,,#NAME?,15/05/2019,,#NAME?,15/06/2019,,#NAME?,15/07/2019,,#NAME?,15/08/2019,,#NAME?,15/09/2019,,#NAME?,15/10/2019,,#NAME?,15/11/2019,,#NAME?,15/12/2019,,#NAME?,15/01/2020,,#NAME?,15/02/2020,,#NAME?,15/03/2020,,#NAME?,15/04/2020,,#NAME?,15/05/2020,,#NAME?,15/06/2020,,#NAME?,15/07/2020,,#NAME?,15/08/2020,,#NAME?,15/09/2020,,#NAME?,15/10/2020,,#NAME?,15/11/2020,,#NAME?,15/12/2020,,#NAME?,15/01/2021,,#NAME?,17/02/2021,,#NAME?,15/03/2021,,#NAME?,15/04/2021,,#NAME?,15/05/2021,,#NAME?,15/06/2021,,#NAME?,15/07/2021,,#NAME?,15/08/2021,,#NAME?,15/09/2021,,#NAME?,15/10/2021,,#NAME?,15/11/2021,
Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE
MD1$011978C,,,CME$0219220C,0.4116,0.6,AQV$031950C,0.347,0.45,CI$0419146C,,,CI$0519139C,,,XOM$061976C,,,GDQ$071972C,,,BDX$0819275C,,,SDQ$0919250C,,,COP$101960C,0.2576,0.78,MMM$1119210C,0.5961,1.05,AD1$1219165C,0.1672,7.21,WFC$012059C,,,AXP$0220126C,,,LMQ$0320255C,0.4807,85.1,GMU$042022.5C,,,AMQ$0520240C,0.344,3.2,PX$0620230C,0.437,0.45,MD1$072080C,0.378,12.6,T$082030.0C,0.3103,1.22,MS$092049C,0.3542,4.14,PX$1020260C,0.2516,5.15,TMO$1120480C,0.3225,11.79,HD$1220255C,0.2789,26,FCX$012123.5C,,,CAT$0221210C,0.3264,2.45,WFC$032144C,,,PYP$0421260C,0.4174,9.55,PYP$0521240C,0.4049,34.53,PG$0621145C,0.1593,0.76,WLP$0721375C,,,TSL$0821565C,0.5913,104.25,TSL$0921615C,0.4632,109.125,CME$1021215C,,,CME$1121225C,,,CME$1221225C,,
PM$011973C,,,CI$0219215C,,,AOC$0319195C,0.3067,0.5,CCI$041997.5C,0.4254,27.9,CCI$051990C,0.2149,,BA$0619310C,0.3314,39,KFT$071960C,0.1955,0.11,CL$081975C,0.1856,1.17,EL$0919250C,0.4822,0.1,LMT$1019350C,0.2386,36.75,ADI$1119116C,,,COP$121963C,,,MCD$0120220C,0.152,0.04,FDX$0220137C,,,MMM$0320132C,,,LMQ$0420255C,0.7088,21.85,TGT$0520116C,,,MS$062047C,0.428,0.09,PM$072075C,0.3077,0.8,LOW$0820140C,0.367,7.05,AMD$092068C,,,MS$102050C,0.33,2.58,ACN$1120240C,0.2542,2.6,WLP$1220310C,0.3804,29.3,QX1$012152C,,,GMU$022151C,,,MCD$0321225C,,,ABB$0421116C,,,ABB$0521116C,,,V$0621235C,0.2029,2.56,BAC$072142C,0.2517,0.94,FB$0821320C,0.3464,29.95,FB$0921325C,0.2766,40.05,CI$1021195C,0.2788,12.5,CI$1121205C,,,CI$1221190C,0.3131,26.1
UPS$0119130C,0.3625,0.01,CCI$021997.5C,0.1976,9.9,USB$031956C,,,BDX$0419290C,0.2017,0.1,BDX$0519260C,0.2002,2.03,CME$0619210C,0.2157,0.08,PNC$0719105C,0.2936,30.075,FIS$081995C,0.7582,36.425,GDQ$091969C,,,MU$101947C,0.4554,5,AD1$1119147C,,,LMT$1219335C,0.2836,58.45,IQU$0120240C,0.2383,17.5,BMY$022070C,0.221,0.77,ADI$0320116C,,,MMM$0420132C,,,CAT$0520118C,,,AMD$062052C,,,UPS$0720116C,,,C$082048.5C,,,T$092029.5C,,,AMD$102060C,0.5645,18.65,ABT$1120116C,,,BAC$122035C,0.4212,0.01,MSQ$0121220C,0.2682,4.55,LMQ$0221465C,0.4768,87.6,IQU$0321392.5C,,,CCQ$042160C,0.2346,0.55,CCQ$052161C,,,MA$0621320C,0.3471,46,PG$0721160C,0.2373,0.02,UVA$0821215C,,,UVA$0921230C,0.3866,1.71,CCI$1021175C,0.2814,15.05,CCI$1121185C,0.2079,0.8,CCI$1221200C,0.1921,0.225
ANQ$011930C,0.4543,4.04,BDX$0219212.5C,,,ACE$0319180C,0.5198,0.15,CL$041972C,,,CL$051974C,,,CI$0619138C,,,XOM$071980C,0.1671,0.18,AQV$081953C,,,KFT$091952C,,,SDQ$1019250C,0.2451,0.25,COP$111961C,,,MU$121950C,0.4056,1.51,MRK$012077.5C,0.2603,12,CVS$022074C,,,AD1$0320126C,,,ADI$0420125C,0.536,0.75,GMU$052017.5C,,,T$062029.0C,0.2955,0.83,ANQ$072054C,,,HN3$0820143C,,,LOW$0920180C,0.3744,0.92,T$102028.5C,,,PEP$1120132C,,,PG$1220142C,,,TSL$0121570C,0.8517,105.35,MMM$0221200C,0.3106,0.13,MRK$032174C,,,INQ$042160.5C,,,INQ$052137.5C,0.9738,27.675,AEQ$0621440C,0.3452,51.2,V$0721245C,0.1827,1.35,JPM$0821139C,,,JPM$0921140C,0.306,20.42,CSX$102137C,,,CSX$112132.5C,0.2297,1.7,CSX$122138C,,
BLK$0119350C,0.4014,39.3,CL$021966C,,,COF$031980C,0.2123,2.2,AQV$041950C,0.3071,0.21,AQV$051951C,,,CCI$061995C,0.3784,32.45,BA$0719320C,0.2823,30.525,USB$081959C,,,PNC$0919114C,,,EL$1019210C,0.213,1.3,LMT$1119365C,0.2483,23.49,SDQ$1219230C,0.204,0.25,TXN$0120122C,,,IBM$0220135C,0.2288,4.1,COP$032037C,,,AD1$0420120C,0.8101,28.95,LMQ$0520245C,0.6951,30.4,LOW$0620117C,,,BLK$0720475C,,,UNP$0820205C,,,C$092046.5C,,,LOW$1020175C,0.2672,2.91,CVX$112072C,,,V$1220220C,0.2463,2.57,FB$0121245C,0.4157,31.45,ADI$0221147C,,,TXN$0321195C,0.2866,1.32,NKE$0421134C,,,NKE$0521132C,,,PFZ$062135C,0.2739,5.4,MA$0721335C,0.2787,34.75,JNJ$0821195C,0.2503,0.17,JNJ$0921190C,0.1505,0.14,BDX$1021250C,0.2016,13.5,BDX$1121270C,0.2296,0.44,BDX$1221270C,0.2498,0.68
GS$0119144C,,,AQV$021948C,,,FCX$031915.5C,,,USB$041956C,,,AOC$0519210C,0.1774,0.35,BDX$0619240C,0.2194,1.3,CME$0719220C,0.2064,0.21,COF$081985C,0.2693,5.65,XOM$091974C,,,GDQ$101967C,,,MU$111948C,0.3413,0.75,EL$1219260C,0.3971,0.05,PX$0120240C,0.226,0.15,AMT$0220250C,0.162,0.82,LMT$0320295C,0.515,142.8,COP$042037C,0.8261,1.37,MMM$0520144C,,,C$062043.5C,,,GS$0720225C,0.4723,3,SHQ$082030.5C,,,HN3$0920149C,,,C$102044.0C,,,DH1$1120270C,0.49,2.25,MA$1220300C,0.3598,33,UVA$012190C,1.5493,444.425,AD1$0221170C,0.2695,2.21,PX$0321310C,0.5018,1.05,VZ$042162C,,,VZ$052164C,,,NFL$0621400C,0.4406,92.56,AEQ$0721475C,0.3622,75.625,HD$0821300C,0.2651,25,HD$0921300C,0.2845,32.7,CL$102180C,0.1437,0.41,CL$112179C,,,CL$122175C,0.1659,3.48
SQX$011961C,,,AOC$0219195C,0.5858,0.75,QX1$031940C,0.2633,0.1,ACE$041995C,0.134,41.15,USB$051955C,0.1599,0.05,CL$061976C,,,CI$0719190C,0.2744,0.09,QX1$081943C,0.2748,0.38,BA$0919330C,0.2895,9.51,KFT$101961C,,,SDQ$1119260C,0.2959,0.1,GDQ$121969C,,,MS$012051C,,,AMQ$0220225C,0.2295,18.5,MU$032046C,,,LMT$0420325C,0.5524,19.9,ADI$0520120C,0.3521,0.175,HN3$0620125C,0.3801,7,SQX$072077C,,,MD1$0820135C,0.397,0.02,UNP$0920215C,,,HN3$1020160C,0.3709,11.69,LLY$1120132C,,,AEQ$1220395C,0.4856,78.425,JPM$0121116C,,,COP$022147C,0.4422,2.72,MS$032176C,,,QAQ$0421120C,0.376,12.4,QAQ$0521116C,,,DIS$0621160C,0.2752,13.95,PFZ$072138C,0.1933,2.1,WLP$0821355C,,,WLP$0921370C,0.1949,8.5,FIS$102190C,0.5384,35.2,FIS$112195C,0.4505,29.95,AQV$122162C,,
AXP$0119130C,0.3033,0.05,USB$021954C,,,MSQ$0319117C,,,COF$041982C,,,ACE$0519180C,0.1524,,AQV$061955C,0.3289,0.07,BDX$0719300C,0.3173,0.05,MSQ$0819132C,,,CME$0919215C,,,PNC$1019119C,,,GDQ$111969C,,,KFT$121959C,,,AMD$012048C,0.3843,0.52,TGT$0220116C,,,SDQ$0320190C,0.1739,31.3,MU$042047C,0.6956,2.5,AD1$0520139C,,,UNP$0620160C,0.3245,2.42,AXP$0720120C,0.4871,0.98,PM$082077C,,,SHQ$092046C,0.3525,,UNP$1020220C,0.2522,0.74,PYP$1120205C,,,PFE$122044C,0.3545,0.25,JNJ$0121149C,,,LMT$0221300C,0.3717,49.1,AMD$032160C,0.6287,29.8,WFC$042146C,,,WFC$052149C,,,CYQ$062151C,,,NFL$0721435C,0.3058,58.5,BAC$082144C,0.2588,0.08,BAC$092143C,0.2396,0.85,AQV$102178C,,,AQV$112169C,,,AOC$1221340C,0.2682,0.65
FDX$0119139C,,,ACE$021990C,0.619,42.75,FB$0319135C,0.2339,27.83,FCX$041910C,0.4648,2.56,COF$051979C,,,AOC$0619220C,0.3886,0.5,CL$071978C,,,FB$0819145C,0.5336,59.35,CI$0919150C,0.355,13.025,XOM$101971C,,,KFT$111959C,,,PNC$1219133C,,,T$012036.5C,,,CAT$0220128C,,,EL$0320195C,0.2468,20.7,SDQ$0420195C,0.6138,0.8,COP$052043C,0.6685,0.185,SHQ$062042C,0.5092,0.13,FDX$0720136C,,,UPS$0820122C,,,MD1$0920125C,0.3631,0.13,SHQ$102034.5C,,,ABB$112070C,0.4893,15.8,NFL$1220420C,0.4292,67.92,HD$0121260C,0.2523,12.7,MU$022175C,0.4281,7.45,FPL$032177.5C,0.2924,4,MCD$0421235C,,,MCD$0521230C,0.1827,5.35,ORQ$062180C,0.2549,1.92,DIS$0721160C,0.2468,19,PG$0821150C,0.1598,0.15,PG$0921170C,0.326,0.31,AOC$1021360C,0.552,2.4,AOC$1121350C,0.457,4.8,USB$122160C,0.2201,1.93
BMY$011949C,0.2832,3.675,COF$021978C,,,JPM$0319117C,,,QX1$041940C,0.1923,0.13,QX1$051942C,0.2976,0.07,USB$061958C,,,AQV$071960C,0.3771,0.02,JPM$0819117C,,,CCI$091990C,0.4518,52.55,BA$1019325C,0.3594,56.77,PNC$1119130C,0.3559,12.85,XOM$121973C,,,LOW$0120117C,,,GMU$022039C,0.2601,0.15,GDQ$032074C,,,EL$0420185C,0.5385,6.6,LMT$0520315C,0.5463,63.2,MD1$062085C,0.3368,9.75,BMY$072064C,,,ANQ$082058C,,,PM$092080C,0.2194,1.25,MD1$1020116C,,,CCQ$112051C,,,DIS$1220141C,,,WLP$0121310C,0.3229,13.4,SDQ$0221290C,0.2796,0.15,T$032129.5C,,,IQU$0421310C,0.4735,87.55,IQU$0521490C,0.2899,0.65,CRM$0621220C,0.3297,5.9,CYQ$072151C,,,V$0821235C,0.229,14.57,V$0921230C,0.1964,6.96,USB$102161C,,,USB$112162C,,,ACE$1221210C,0.1981,0.48
CVS$011967C,,,FCX$021912.5C,,,JNJ$0319131C,,,MSQ$0419118C,,,MSQ$0519122C,,,ACE$0619180C,0.3504,0.15,AOC$0719220C,0.281,0.4,JNJ$0819125C,0.2489,11.73,BDX$0919265C,,,CME$1019225C,,,XOM$111973C,,,BA$1219305C,0.3337,67.55,C$012072.0C,,,LMQ$0220305C,0.3513,10.95,KFT$032056C,,,GDQ$042077C,,,MU$052050C,0.5452,1.72,PM$062075C,0.2752,0.59,CVS$072069C,,,BLK$0820520C,0.3834,57.65,UPS$0920162.5C,,,PM$102080C,0.2186,3.14,INQ$112037.5C,0.6818,15.85,CYQ$122046C,0.2271,0.12,BAC$012138C,0.4238,0.015,EL$0221340C,0.5067,0.4,LOW$0321170C,0.3542,10.15,MRK$042174C,,,MRK$052174.5C,,,KO$062154C,,,ORQ$072180C,0.2581,3.63,MA$0821320C,0.3376,70.7,MA$0921305C,0.3578,58.7,ACE$1021195C,0.1877,0.475,ACE$1121210C,0.2863,0.35,FQV$1221115C,0.2746,0.3
IBM$0119116C,,,QX1$021940C,0.4715,0.05,HD$0319205C,0.2132,0.45,FB$0419200C,0.2612,0.05,FB$0519205C,0.3193,0.61,COF$061981C,,,USB$071958C,,,HD$0819220C,0.1489,3.72,CL$091975C,0.1855,0.49,CI$1019126C,,,BA$1119325C,0.3801,48.22,CME$1219215C,,,HN1$0120170C,0.1723,10.9,MMM$0220150C,0.3157,30.15,PNC$032087C,,,KFT$042051C,,,SDQ$0520200C,0.4687,0.5,UPS$0620120C,0.4094,0.08,IBM$0720120C,0.3332,5.4,GS$0820220C,0.3915,13.68,ANQ$092053C,,,UPS$1020167.5C,,,NKE$1120124C,,,ORQ$122064C,,,PG$0121155C,0.229,0.11,GDQ$022168C,,,C$032162.0C,,,TXN$0421210C,0.3383,0.255,TXN$0521200C,0.262,3.45,PRQ$0621330C,0.2918,55.05,CRM$0721227.5C,,,AEQ$0821495C,0.377,112.35,AEQ$0921510C,0.4018,128.375,FQV$1021115C,0.2304,0.45,FQV$1121115C,0.2435,1.1,COF$1221144C,,
AMT$0119146C,,,MSQ$0219117C,,,WLP$0319275C,,,JPM$0419117C,,,JPM$0519117C,,,QX1$061945C,0.3027,0.03,ACE$0719180C,0.3045,0.15,WLP$0819290C,0.2775,20.875,FIS$091990C,0.3949,44.875,BDX$1019280C,0.1686,0.6,CME$1119225C,,,CI$1219185C,0.2844,8.85,UNP$0120200C,0.2187,0.19,ADI$0220120C,0.2473,3.1,XOM$032041C,,,PNC$0420109C,,,EL$0520195C,0.4443,0.45,ANQ$062042C,0.584,10.36,AMT$0720255C,,,SQX$082077C,,,BLK$0920440C,0.4038,147.95,ANQ$102049C,,,VZ$112060C,0.1996,0.63,CRM$1220212.5C,,,V$0121215C,0.2407,3.2,KFT$022163C,,,HN3$0321200C,0.2415,5.58,PX$0421340C,0.4869,0.95,PX$0521350C,0.5888,4.4,TMO$0621470C,0.2224,7.93,KO$072153C,,,PFZ$082148C,0.2878,0.025,PFZ$092146C,0.2658,2.43,COF$1021175C,0.2901,,COF$1121149C,,,FCX$122144C,0.493,1.12
AMQ$0119210C,0.2351,1.1,FB$0219135C,0.4182,15,BAC$031921.5C,,,JNJ$0419129C,,,JNJ$0519131C,,,MSQ$0619126C,,,COF$071989C,,,BAC$081935C,0.2933,0.02,AQV$091956C,,,CL$101975C,0.1696,0.27,CI$1119200C,0.3728,0.15,CCI$121995C,0.3996,39.5,SHQ$012054C,,,AD1$0220200C,0.2227,0.1,BA$0320195C,0.4048,145.625,XOM$042043C,,,GDQ$052081C,,,BLK$0620465C,,,AMQ$0720245C,0.2828,0.83,AXP$082070C,0.4279,27.05,GS$0920210C,0.2945,6.35,BLK$1020525C,,,QAQ$1120124C,,,KO$122052C,,,MA$0121295C,0.3455,40.24,PNC$0221143C,,,UNP$0321220C,0.2547,3.3,MS$042179C,,,MS$052181C,,,ACN$0621270C,0.2633,20.95,PRQ$0721350C,0.1822,34.03,NFL$0821420C,0.4763,124.225,NFL$0921460C,0.2787,57.75,FCX$102148C,,,FCX$112150C,0.5247,0.14,QX1$122168C,,
AXQ$0119140.C,1.594,77.4,JPM$0219117C,,,PG$031991C,,,HD$0419220C,0.2453,0.03,HD$0519210C,0.1473,1.74,FB$0619205C,0.234,0.32,QX1$071943C,0.2358,0.2,PG$0819132C,,,USB$091959C,,,AQV$101960C,0.3056,0.81,CCI$1119180C,0.4524,0.1,BDX$1219275C,,,MD1$0120116C,,,COP$022064C,,,CME$0320200C,0.1998,12.3,BA$0420143C,,,KFT$052057C,,,GS$0620215C,0.4038,0.44,TGT$0720120C,0.3194,3.13,FDX$0820215C,,,SQX$092081C,,,GS$1020220C,0.3317,2.28,WFC$112016.5C,,,PRQ$1220325C,0.3251,45.8,AEQ$0121380C,0.4518,103.45,XOM$022150C,0.3866,1.44,SHQ$032156.5C,,,AMD$042164C,,,AMD$052172C,,,ABT$0621116C,,,TMO$0721500C,0.2134,2.76,DIS$0821165C,0.3044,19.1,DIS$0921200C,0.2395,1.57,QX1$102172C,,,QX1$112175C,0.3128,2.9,MSQ$1221300C,0.2772,37.5
TGT$011967C,,,JNJ$0219127C,,,V$0319139C,,,WLP$0419285C,,,WLP$0519265C,,,JPM$0619117C,,,MSQ$0719137C,,,V$0819220C,0.2642,0.03,ACE$0919185C,0.3263,0.25,AOC$1019210C,0.241,0.75,BDX$1119290C,0.2577,0.3,CL$121972C,,,PM$012083C,,,LMT$0220365C,0.3004,57.65,CI$0320141C,,,CME$0420165C,0.6731,24.55,PNC$0520111C,,,SQX$062079C,,,CAT$0720127C,,,BMY$082061C,,,AXP$0920135C,0.4306,0.07,SQX$102081C,,,MCD$1120220C,0.3017,11,TMO$1220470C,0.3173,29.7,PFE$012140C,0.4393,,BA$0221215C,0.4891,9.83,MD1$0321117C,,,FPL$042187.5C,0.3274,0.25,FPL$052187.5C,0.2334,0.3,PEP$0621144C,,,ACN$0721285C,0.2192,8.06,CYQ$082153C,,,CYQ$092154C,,,MSQ$1021280C,0.2756,24.96,MSQ$1121300C,0.2015,9.31,TSL$12211080C,0.6142,48.55
CAT$0119116C,,,HD$0219215C,0.2572,0.02,MA$0319240C,0.1595,0.25,BAC$041921.5C,,,BAC$051936C,0.2748,0.01,JNJ$0619129C,,,FB$0719220C,0.2879,0.1,MA$0819280C,0.2051,7.37,COF$091979C,,,USB$101959C,,,CL$111970C,0.2187,1.27,FIS$121990C,0.5441,45.05,UPS$0120116C,,,MU$022062C,,,CCI$0320185C,0.221,0.25,CI$0420143C,,,XOM$052047C,,,AXP$0620116C,,,GMU$072034C,0.5639,0.25,CVS$082069C,,,FDX$0920235C,,,AXP$1020116C,,,IQU$1120250C,0.4746,92.35,ACN$1220245C,0.2942,6.4,NFL$0121405C,0.5039,116.05,CME$0221200C,0.239,3.4,PM$032183C,,,T$042130.5C,,,T$052131.0C,0.1918,0.3,CVX$0621116C,,,ABT$0721116C,,,ORQ$082183C,,,ORQ$092185C,0.2897,6.5,TSL$1021560C,0.686,184.04,TSL$11211080C,,,FB$1221305C,0.3671,42.94
GMU$011941C,0.3343,0.11,WLP$0219270C,0.2257,2.7,AEQ$0319255C,0.3024,12.1,PG$041993C,,,PG$051975C,0.7171,30.41,HD$0619220C,0.1925,0.1,JPM$0719117C,,,AEQ$0819285C,0.2539,25.55,QX1$091946C,0.2982,0.08,ACE$1019190C,0.3133,0.2,FIS$1119180C,0.6638,0.75,AQV$121960C,0.2781,0.21,ANQ$012065.5C,,,SDQ$0220250C,0.2718,0.1,BDX$0320265C,,,CCI$0420190C,0.463,0.875,BA$0520132C,,,FDX$0620116C,,,LMQ$0720305C,0.5229,8.48,IBM$0820124C,,,BMY$092065C,0.2217,1.1,FDX$1020275C,,,MRK$112076C,,,ABT$1220116C,,,DIS$0121139C,,,CI$0221205C,,,UPS$0321167.5C,,,LOW$0421215C,,,LOW$0521215C,,,DH1$0621280C,0.237,1.15,PEP$0721145C,0.1705,5.4,CRM$0821230C,0.2455,13.9,CRM$0921242.5C,,,FB$1021295C,0.4682,76.5,FB$1121310C,0.3538,25.1,UVA$1221280C,0.5239,34.5
LMQ$0119116C,,,BAC$021936C,0.471,0.02,PFE$031945C,0.1454,0.12,V$0419145C,0.2121,11.06,V$0519146C,,,WLP$0619245C,,,JNJ$0719141C,,,PFE$081934.5C,,,MSQ$0919129C,,,COF$101975C,0.464,19.075,AQV$111959C,,,AOC$1219260C,0.4922,0.55,BLK$0120465C,,,EL$0220240C,0.2351,0.9,CL$032070C,0.1648,6.69,BDX$0420285C,,,CME$0520200C,0.4065,3.4,BMY$062052C,,,MMM$0720149C,,,AMT$0820245C,,,CVS$092066C,,,BMY$102066C,,,TXN$1120142C,,,PEP$1220139C,,,CYQ$012146C,0.2154,0.45,CCI$0221190C,0.3688,0.4,ANQ$0321103C,,,C$042169.0C,,,C$052170.0C,0.2505,5.35,LLY$0621230C,0.2995,0.345,CVX$0721120C,0.2358,0.29,KO$082153C,,,KO$092154C,,,UVA$1021210C,0.3581,15.5,UVA$1121280C,0.3847,0.24,JPM$1221162.5C,,
MMM$0119205C,,,PG$021989C,,,NFL$0319320C,0.3883,45,MA$0419245C,0.1515,0.45,MA$0519250C,0.1993,2.08,BAC$061936C,0.3256,0.01,HD$0719230C,0.1734,0.07,NFL$0819280C,0.4602,87.55,FB$0919210C,0.2681,0.31,QX1$101942C,0.2731,0.93,AOC$1119260C,0.581,0.55,USB$121964C,,,GS$0120240C,0.192,1.65,GDQ$022070C,0.2569,0.59,FIS$032095C,,,CL$042072C,,,CI$0520175C,0.6164,16.825,CVS$062068C,,,ADI$0720123C,,,AMQ$0820240C,0.2883,16.9,IBM$0920125C,0.2345,3.7,CVS$102064C,,,PX$1120300C,0.3794,0.25,CVX$122078C,,,ORQ$012166C,,,BDX$0221290C,0.2521,0.95,BLK$0321630C,0.3625,93.45,HN3$0421205C,,,HN3$0521230C,0.2102,5.75,PYP$0621265C,,,DH1$0721330C,0.5812,0.75,PRQ$0821375C,0.212,37.45,PRQ$0921380C,0.28,68.25,JPM$1021138C,,,JPM$1121170C,0.1853,1.9,JNJ$1221195C,0.2983,0.11
ADI$011978C,,,V$0219129C,,,DIS$0319117C,,,AEQ$0419265C,0.2237,4.85,AEQ$0519265C,0.2285,11.63,PG$061987.5C,0.2291,19.425,WLP$0719275C,,,DIS$0819130C,0.2511,15.6,JPM$0919117C,,,MSQ$1019130C,0.2352,9.35,USB$111960C,0.2328,0.09,ACE$1219190C,0.3927,0.25,SQX$012081C,,,KFT$022061C,,,AQV$032061C,,,FIS$042095C,0.8543,36.65,CCI$0520180C,0.3486,1.79,IBM$0620121C,,,AD1$0720144C,,,TGT$0820123C,,,AMT$0920255C,,,IBM$1020120C,0.2553,5.4,MS$112056C,,,DH1$1220260C,0.2599,1.21,CRM$0121210C,0.3625,16.55,CL$022182C,,,GS$0321305C,0.3144,14.65,UNP$0421230C,0.225,1.2,UNP$0521230C,0.2334,3.89,ABB$0621116C,,,LLY$0721235C,,,TMO$0821520C,0.2393,11.5,TMO$0921530C,0.2085,20.8,JNJ$1021170C,0.1466,1.03,JNJ$1121185C,0.2141,0.06,HD$1221350C,0.2413,26.2
AD1$0119124C,,,MA$0219230C,0.2654,0.135,CYQ$031952C,,,PFE$041943C,0.1362,0.2,PFE$051950C,0.1923,,V$0619180C,0.1384,0.03,BAC$071923.5C,,,CYQ$081960C,0.2234,0.8,JNJ$0919125C,0.2671,6.57,FB$1019210C,0.2168,0.34,ACE$1119180C,0.2817,0.2,COF$1219116C,,,AXP$0120120C,0.1884,4.32,PNC$0220140C,0.1582,16.45,AOC$0320200C,0.1735,36,AQV$042062C,,,BDX$0520300C,0.3003,0.35,AMT$0620255C,,,COP$072044C,0.5956,2.4,CAT$0820134C,,,AMQ$0920245C,0.2585,5.55,AMT$1020240C,0.3064,18.8,AMD$112061C,,,LLY$1220141C,,,KO$012149C,,,FIS$0221180C,0.5756,0.35,SQX$0321116C,,,SHQ$042160.5C,,,SHQ$052162.5C,,,CCQ$062161C,,,PYP$0721295C,,,ACN$0821295C,0.196,20.89,ACN$0921305C,0.2036,20.35,HD$1021310C,0.2498,23.5,HD$1121325C,0.2384,23.75,WLP$1221410C,0.226,27.45
COP$011964C,,,AEQ$0219255C,0.2784,2.4,ORQ$031952C,,,NFL$0419315C,0.4869,51.85,NFL$0519320C,0.4605,38.7,MA$0619255C,0.1908,3.15,PG$071997.5C,0.2888,14.1,ORQ$081960C,0.1457,0.73,HD$0919240C,0.2535,0.08,JPM$1019117C,,,COF$111965C,0.3459,24.3,FCX$12199C,0.4468,2.1,FDX$0120145C,0.388,22.25,XOM$022065C,0.1716,4.69,USB$032041C,,,AOC$0420200C,0.6227,5.95,CL$052075C,0.3252,1.3,AMQ$0620225C,0.3337,18.1,LMT$0720320C,0.4548,56.25,GMU$082034C,0.5123,0.11,TGT$0920147C,,,AMQ$1020235C,0.2964,18.27,FPL$112077.5C,0.2748,5.4,PYP$1220225C,,,PRQ$0121320C,0.05992,,AQV$0221135C,0.7943,0.6,AXP$0321132C,,,MD1$0421120C,0.2234,2.67,MD1$0521125C,0.1843,2.7,INQ$062151.5C,,,ABB$0721118C,,,ABT$0821121C,,,ABT$0921128C,,,WLP$1021360C,0.2488,19.3,WLP$1121375C,,,BAC$122145C,0.2393,2.9
LMT$0119260C,0.3202,30.39,PFE$021951C,,,CRM$0319138C,,,DIS$0419117C,,,DIS$0519126C,,,AEQ$0619265C,0.3053,14.15,V$0719210C,0.2809,0.04,CRM$0819129C,,,WLP$0919240C,0.3471,36.075,JNJ$1019125C,0.2005,7.7,QX1$111939C,0.3133,1.28,QX1$121944C,0.3498,0.03,BMY$012063C,,,BA$0220305C,0.3113,28.575,ACE$032095C,,,USB$042042C,,,FIS$052090C,0.7044,30.925,TGT$0620123C,,,MU$072049C,0.6033,2.78,LMQ$0820330C,0.5218,26.44,CAT$0920136C,,,TGT$1020146C,,,T$112028.5C,,,ABB$1220116C,,,TMO$0121490C,0.2647,6.5,AOC$0221260C,0.372,0.25,FDX$0321255C,,,PM$042186C,,,PM$052180C,0.2795,12.025,NKE$0621131C,,,CCQ$072161C,,,PEP$0821150C,0.1509,5.6,PEP$0921170C,0.1564,0.1,BAC$102147C,0.3017,0.04,BAC$112147C,0.2218,0.71,PG$1221172.5C,,
